Time,Channel A,Channel B
(ms),(V),(V)

-20.04663832,0.53666800,0.02868740
-20.02615832,0.53666800,0.02868740
-20.00567833,0.53666800,0.07309183
-19.98519833,0.53666800,0.02868740
-19.96471833,0.53666800,0.02868740
-19.94423833,0.53666800,0.02868740
-19.92375833,0.53666800,0.02868740
-19.90327833,0.53666800,0.02868740
-19.88279833,0.53666800,0.02868740
-19.86231833,0.53666800,0.07309183
-19.84183833,0.53666800,0.02868740
-19.82135833,0.53666800,0.02868740
-19.80087833,0.53666800,0.07309183
-19.78039833,0.53666800,0.02868740
-19.75991833,0.53666800,0.02868740
-19.73943833,0.53666800,0.07309183
-19.71895833,0.53666800,0.02868740
-19.69847833,0.53666800,0.02868740
-19.67799833,0.53666800,0.02868740
-19.65751833,0.53666800,0.02868740
-19.63703833,0.53666800,0.02868740
-19.61655833,0.53666800,0.07309183
-19.59607833,0.53666800,0.02868740
-19.57559833,0.53666800,0.02868740
-19.55511833,0.53666800,0.02868740
-19.53463833,0.53666800,0.02868740
-19.51415833,0.53666800,0.02868740
-19.49367833,0.53666800,0.02868740
-19.47319833,0.53666800,0.02868740
-19.45271833,0.53666800,0.02868740
-19.43223833,0.53666800,0.02868740
-19.41175833,0.53666800,0.07309183
-19.39127833,0.53666800,0.02868740
-19.37079833,0.53666800,0.02868740
-19.35031833,0.53666800,0.02868740
-19.32983833,0.53666800,0.02868740
-19.30935833,0.53666800,0.02868740
-19.28887833,0.53666800,0.02868740
-19.26839833,0.53666800,0.02868740
-19.24791833,0.53666800,0.07309183
-19.22743833,0.53666800,0.07309183
-19.20695833,0.53666800,0.07309183
-19.18647833,0.53666800,0.07309183
-19.16599833,0.53666800,0.02868740
-19.14551833,0.53666800,0.02868740
-19.12503833,0.53666800,0.02868740
-19.10455833,0.53666800,0.02868740
-19.08407833,0.53666800,0.02868740
-19.06359833,0.53666800,0.02868740
-19.04311833,0.53666800,0.02868740
-19.02263833,0.53666800,0.07309183
-19.00215833,0.53666800,0.02868740
-18.98167833,0.53666800,0.07309183
-18.96119833,0.53666800,0.02868740
-18.94071833,0.53666800,0.02868740
-18.92023833,0.53666800,0.02868740
-18.89975833,0.53666800,0.02868740
-18.87927833,0.53666800,0.02868740
-18.85879833,0.53666800,0.02868740
-18.83831833,0.53666800,0.02868740
-18.81783833,0.53666800,0.02868740
-18.79735833,0.53666800,0.02868740
-18.77687833,0.53666800,0.02868740
-18.75639833,0.53666800,0.02868740
-18.73591833,0.53666800,0.02868740
-18.71543833,0.53666800,0.02868740
-18.69495833,0.53666800,0.02868740
-18.67447833,0.53666800,0.02868740
-18.65399833,0.53666800,0.07309183
-18.63351833,0.53666800,0.02868740
-18.61303833,0.53666800,0.02868740
-18.59255833,0.53666800,0.02868740
-18.57207833,0.53666800,0.02868740
-18.55159833,0.53666800,0.02868740
-18.53111833,0.53666800,0.07309183
-18.51063833,0.53666800,0.02868740
-18.49015833,0.53666800,0.02868740
-18.46967833,0.53666800,0.07309183
-18.44919833,0.53666800,0.02868740
-18.42871833,0.53666800,0.02868740
-18.40823833,0.53666800,0.02868740
-18.38775833,0.53666800,0.02868740
-18.36727834,0.53666800,0.02868740
-18.34679834,0.53666800,0.07309183
-18.32631834,0.53666800,0.02868740
-18.30583834,0.53666800,0.02868740
-18.28535834,0.53666800,0.07309183
-18.26487834,0.53666800,0.02868740
-18.24439834,0.53666800,0.02868740
-18.22391834,0.53666800,0.02868740
-18.20343834,0.53666800,0.02868740
-18.18295834,0.53666800,0.07309183
-18.16247834,1.56117400,0.02868740
-18.14199834,1.51661700,0.02868740
-18.12151834,1.56117400,0.07309183
-18.10103834,1.56117400,0.02868740
-18.08055834,1.56117400,0.02868740
-18.06007834,1.56117400,0.02868740
-18.03959834,1.56117400,0.02868740
-18.01911834,1.56117400,0.07309183
-17.99863834,1.51661700,0.02868740
-17.97815834,1.56117400,0.02868740
-17.95767834,1.56117400,0.02868740
-17.93719834,1.56117400,0.02868740
-17.91671834,1.51661700,0.07309183
-17.89623834,1.56117400,0.02868740
-17.87575834,1.56117400,0.07309183
-17.85527834,1.51661700,0.02868740
-17.83479834,1.56117400,0.02868740
-17.81431834,1.56117400,0.02868740
-17.79383834,1.56117400,0.02868740
-17.77335834,1.56117400,0.02868740
-17.75287834,1.56117400,0.02868740
-17.73239834,1.56117400,0.07309183
-17.71191834,1.56117400,0.02868740
-17.69143834,1.56117400,0.07309183
-17.67095834,1.56117400,0.02868740
-17.65047834,1.56117400,0.02868740
-17.62999834,1.56117400,0.02868740
-17.60951834,1.56117400,0.02868740
