Time,Channel A,Channel B
(ms),(V),(V)

-20.04732005,0.53666800,0.02868740
-20.02684005,0.53666800,0.02868740
-20.00636005,0.53666800,0.02868740
-19.98588005,0.53666800,0.02868740
-19.96540005,0.53666800,0.02868740
-19.94492005,0.53666800,0.02868740
-19.92444005,0.53666800,0.02868740
-19.90396005,0.53666800,0.02868740
-19.88348005,0.53666800,0.02868740
-19.86300005,0.53666800,0.02868740
-19.84252005,0.53666800,0.02868740
-19.82204005,0.53666800,0.02868740
-19.80156005,0.53666800,0.02868740
-19.78108005,0.53666800,0.07309183
-19.76060005,0.53666800,0.07309183
-19.74012005,0.53666800,0.02868740
-19.71964005,0.53666800,0.02868740
-19.69916006,0.53666800,0.02868740
-19.67868006,0.53666800,0.02868740
-19.65820006,0.53666800,0.02868740
-19.63772006,0.53666800,0.02868740
-19.61724006,0.53666800,0.02868740
-19.59676006,0.53666800,0.02868740
-19.57628006,0.53666800,0.02868740
-19.55580006,0.53666800,0.07309183
-19.53532006,0.53666800,0.02868740
-19.51484006,0.53666800,0.02868740
-19.49436006,0.53666800,0.02868740
-19.47388006,0.53666800,0.02868740
-19.45340006,0.53666800,0.02868740
-19.43292006,0.53666800,0.02868740
-19.41244006,0.53666800,0.02868740
-19.39196006,0.53666800,0.02868740
-19.37148006,0.53666800,0.02868740
-19.35100006,0.53666800,0.02868740
-19.33052006,0.53666800,0.02868740
-19.31004006,0.53666800,0.02868740
-19.28956006,0.53666800,0.02868740
-19.26908006,0.53666800,0.02868740
-19.24860006,0.53666800,0.02868740
-19.22812006,0.53666800,0.02868740
-19.20764006,0.53666800,0.02868740
-19.18716006,0.53666800,0.07309183
-19.16668006,0.53666800,0.02868740
-19.14620006,0.53666800,0.02868740
-19.12572006,0.53666800,0.07309183
-19.10524006,0.53666800,0.07309183
-19.08476006,0.53666800,0.02868740
-19.06428006,0.53666800,0.02868740
-19.04380006,0.53666800,0.07309183
-19.02332006,0.53666800,0.02868740
-19.00284006,0.53666800,0.02868740
-18.98236006,0.53666800,0.02868740
-18.96188006,0.53666800,0.02868740
-18.94140006,0.53666800,0.02868740
-18.92092006,0.53666800,0.02868740
-18.90044006,0.53666800,0.02868740
-18.87996006,0.53666800,0.02868740
-18.85948006,0.53666800,0.02868740
-18.83900006,0.53666800,0.02868740
-18.81852006,0.53666800,0.02868740
-18.79804006,0.53666800,0.02868740
-18.77756006,0.53666800,0.02868740
-18.75708006,0.53666800,0.02868740
-18.73660006,0.53666800,0.02868740
-18.71612006,0.53666800,0.02868740
-18.69564006,0.53666800,0.07309183
-18.67516006,0.53666800,0.02868740
-18.65468006,0.53666800,0.02868740
-18.63420006,0.53666800,0.02868740
-18.61372006,0.53666800,0.07309183
-18.59324006,0.53666800,0.02868740
-18.57276006,0.53666800,0.02868740
-18.55228006,0.53666800,0.02868740
-18.53180006,0.53666800,0.02868740
-18.51132006,0.53666800,0.02868740
-18.49084006,0.53666800,0.02868740
-18.47036006,0.53666800,0.02868740
-18.44988006,0.53666800,0.07309183
-18.42940006,0.53666800,0.07309183
-18.40892006,0.53666800,0.02868740
-18.38844006,0.53666800,0.07309183
-18.36796006,0.53666800,0.02868740
-18.34748006,0.53666800,0.02868740
-18.32700006,0.53666800,0.02868740
-18.30652006,0.53666800,0.02868740
-18.28604006,0.53666800,0.02868740
-18.26556006,0.53666800,0.02868740
-18.24508006,0.53666800,0.07309183
-18.22460006,0.53666800,0.02868740
-18.20412006,0.53666800,0.07309183
-18.18364006,0.53666800,0.07309183
-18.16316006,0.53666800,0.02868740
-18.14268006,0.53666800,0.02868740
-18.12220006,1.56117400,0.02868740
-18.10172006,1.56117400,0.02868740
-18.08124006,1.56117400,0.02868740
-18.06076007,1.56117400,0.02868740
-18.04028007,1.56117400,0.02868740
-18.01980007,1.56117400,0.02868740
-17.99932007,1.56117400,0.02868740
-17.97884007,1.56117400,0.02868740
-17.95836007,1.56117400,0.02868740
-17.93788007,1.56117400,0.02868740
-17.91740007,1.56117400,0.07309183
-17.89692007,1.56117400,0.02868740
-17.87644007,1.56117400,0.07309183
-17.85596007,1.56117400,0.02868740
-17.83548007,1.56117400,0.02868740
-17.81500007,1.56117400,0.02868740
-17.79452007,1.56117400,0.07309183
-17.77404007,1.51661700,0.02868740
-17.75356007,1.56117400,0.07309183
-17.73308007,1.56117400,0.07309183
-17.71260007,1.56117400,0.02868740
-17.69212007,1.56117400,0.02868740
-17.67164007,1.56117400,0.02868740
-17.65116007,1.56117400,0.02868740
-17.63068007,1.56117400,0.02868740
-17.61020007,1.56117400,0.02868740
